unique_featureID,gene_ID,chr,start,end,strand,mean_diffsiELAVL1,mean_diffsiSam68,mean_diffsiCFIM25,mean_diff96,mean_diff72,mean_diff48,mean_diff24,mean_diff96hrs_prev,ctrl_siELAVL1,ctrl_siSam68,ctrl_siCFIM25,ctrl_96,ctrl_72,ctrl_48,ctrl_24,ctrl_96hrs_prev,condition_siELAVL1,condition_siSam68,condition_siCFIM25,condition_96,condition_72,condition_48,condition_24,condition_96hrs_prev,V5_siELAVL1,V5_siSam68,V5_siCFIM25,V5_96,V5_72,V5_48,V5_24,V5_96hrs_prev,twostep_gene_padj_siELAVL1,twostep_gene_padj_siSam68,twostep_gene_padj_siCFIM25,twostep_gene_padj_96,twostep_gene_padj_72,twostep_gene_padj_48,twostep_gene_padj_24,twostep_gene_padj_96hrs_prev,twostep_transcript_padj_siELAVL1,twostep_transcript_padj_siSam68,twostep_transcript_padj_siCFIM25,twostep_transcript_padj_96,twostep_transcript_padj_72,twostep_transcript_padj_48,twostep_transcript_padj_24,twostep_transcript_padj_96hrs_prev,lr_siELAVL1,lr_siSam68,lr_siCFIM25,lr_96,lr_72,lr_48,lr_24,lr_96hrs_prev,df_siELAVL1,df_siSam68,df_siCFIM25,df_96,df_72,df_48,df_24,df_96hrs_prev,pvalue_siELAVL1,pvalue_siSam68,pvalue_siCFIM25,pvalue_96,pvalue_72,pvalue_48,pvalue_24,pvalue_96hrs_prev,adj_pvalue_siELAVL1,adj_pvalue_siSam68,adj_pvalue_siCFIM25,adj_pvalue_96,adj_pvalue_72,adj_pvalue_48,adj_pvalue_24,adj_pvalue_96hrs_prev
TMEM184C_AATAAA_chr4_start_147637690_end_147637691,TMEM184C_ENSG00000164168.8,chr4,147637690,147637691,+,-0.184795406,-0.200753441,-0.237385279,0.173472392,0.0801591,0.039791368,0.058824515,0.141181173,0.527782035,0.527783099,0.527783479,0.624973703,0.645216936,0.663506833,0.689365097,0.530603045,0.342986629,0.327029658,0.2903982,0.798446095,0.725376036,0.703298201,0.748189612,0.671784218,27,27,27,104,104,104,104,123,0.097904025,0.034791693,0.001322309,1.34e-5,0.101779048,0.495273146,0.257872362,0.02210439,NA,0,0,0,NA,NA,NA,0,5.693447721,7.989949761,11.75402902,21.24623926,3.524023687,0.780656351,2.210281275,6.936837257,1,1,1,1,1,1,1,1,0.017028367,0.004703772,6.07e-4,4.04e-6,0.060485439,0.376940479,0.137093673,0.008443828,0.112029103,0.042613029,0.001544694,1.82e-5,0.116415277,0.526944159,0.289218314,0.027555268
"NACC2_AATAAA_chr9_start_136006538_end_136006539","NACC2_ENSG00000148411.8",chr9,136006538,136006539,-,-0.076475071,-0.043649344,-0.411347216,0.167135006,0.153699898,0.144959888,0.160548685,0.072567445,0.91932675,0.920312212,0.919740419,0.721238892,0.739996153,0.718167827,0.733599062,0.812035859,0.842851679,0.876662868,0.508393203,0.888373898,0.893696051,0.863127715,0.894147747,0.884603304,229,229,229,350,350,350,350,394,0.097904025,0.307511039,8.79e-24,1.66e-6,6.29e-4,1.68e-4,2.08e-4,0.135730626,NA,NA,0,0,0,0,0,NA,5.689895221,2.553271769,106.4602962,25.57423703,13.81595757,17.03950106,17.46218665,3.207453731,1,1,1,1,1,1,1,1,0.017062873,0.110066115,5.85e-25,4.26e-7,2.02e-4,3.66e-5,2.93e-5,0.073303477,0.112029103,0.341123522,1.3e-23,2.26e-6,8.21e-4,2.26e-4,2.86e-4,0.157428135
"NACC2_APA_chr9_start_136011434_end_136011435","NACC2_ENSG00000148411.8",chr9,136011434,136011435,-,0.076475071,0.043649344,0.411347216,-0.167135006,-0.153699898,-0.144959888,-0.160548685,-0.072567445,0.08067325,0.079687788,0.080259581,0.278761108,0.260003847,0.281832173,0.266400938,0.187964141,0.157148321,0.123337132,0.491606797,0.111626102,0.106303949,0.136872285,0.105852253,0.11539669600000001,12,12,12,12,12,12,12,18,0.097904025,0.307511039,8.79e-24,1.66e-6,6.29e-4,1.68e-4,2.08e-4,0.135730626,NA,NA,0,0,0,0,0,NA,5.689895221,2.553271769,106.4602962,25.57423703,13.81595757,17.03950106,17.46218665,3.207453731,1,1,1,1,1,1,1,1,0.017062873,0.110066115,5.85e-25,4.26e-7,2.02e-4,3.66e-5,2.93e-5,0.073303477,0.112029103,0.341123522,1.3e-23,2.26e-6,8.21e-4,2.26e-4,2.86e-4,0.157428135
INPP5K_None_chr17_start_1494577_end_1494578,INPP5K_ENSG00000132376.20,chr17,1494577,1494578,-,-0.213497098,-0.110753367,-0.524058357,0.250365607,0.325657504,0.206049246,0.210261258,0.339326407,0.647733264,0.650154732,0.649282378,0.56905479,0.522339737,0.587362592,0.515012127,0.60820827,0.434236166,0.539401364,0.125224021,0.819420396,0.847997242,0.793411838,0.725273385,0.947534677,25,25,25,149,149,149,149,144,0.098553676,0.419832966,4.35e-11,4.25e-8,4.93e-11,9.65e-5,0.002144256,6.85e-6,NA,NA,0,0,0,0,0,0,5.669219986,1.775040906,46.87173847,33.07118323,47.36901365,18.23260219,12.54603617,24.12000604,1,1,1,1,1,1,1,1,0.017265131,0.182759456,7.58e-12,8.88e-9,5.88e-12,1.96e-5,3.97e-4,9.05e-7,0.112910422,0.456284553,5.98e-11,5.99e-8,7.16e-11,1.3e-4,0.002759335,9.75e-6
INPP5K_APA_chr17_start_1495608_end_1495609,INPP5K_ENSG00000132376.20,chr17,1495608,1495609,-,0.213497098,0.110753367,0.524058357,-0.250365607,-0.325657504,-0.206049246,-0.210261258,-0.339326407,0.352266736,0.349845268,0.350717622,0.43094521,0.477660263,0.412637408,0.484987873,0.39179173,0.565763834,0.460598636,0.874775979,0.180579604,0.152002758,0.206588162,0.274726615,0.052465323,42,42,42,61,61,61,61,66,0.098553676,0.419832966,4.35e-11,4.25e-8,4.93e-11,9.65e-5,0.002144256,6.85e-6,NA,NA,0,0,0,0,0,0,5.669219986,1.775040906,46.87173847,33.07118323,47.36901365,18.23260219,12.54603617,24.12000604,1,1,1,1,1,1,1,1,0.017265131,0.182759456,7.58e-12,8.88e-9,5.88e-12,1.96e-5,3.97e-4,9.05e-7,0.112910422,0.456284553,5.98e-11,5.99e-8,7.16e-11,1.3e-4,0.002759335,9.75e-6
"NAV1_AATAAA_chr1_start_201826968_end_201826969","NAV1_ENSG00000134369.16",chr1,201826968,201826969,+,-0.174105324,-0.066156928,-0.315415695,0.038763121,0.044134066,-0.092139969,-0.035224794,7.57e-5,0.375187106,0.375103994,0.37417001,0.181393354,0.173286197,0.190596802,0.152876145,0.213311831,0.201081782,0.308947066,0.058754315,0.220156475,0.217420264,0.098456832,0.117651351,0.213387493,43,43,43,100,100,100,100,47,0.211990284,0.894384213,2.09e-10,0.140924278,0.148190375,0.003710686,0.335390531,0.482363165,NA,NA,2.43e-11,NA,NA,0.028796112,NA,NA,5.660694386,1.042503194,46.77058131,1.326117147,1.264547054,7.393811113,0.730028537,-0.001009035,1,1,1,1,1,1,1,1,0.017349253,0.307240009,7.98e-12,0.249497158,0.260792147,0.006544867,0.392873939,1,0.113158445,0.593119933,6.28e-11,0.341262123,0.377781485,0.021116938,0.586510174,1
EIF5A2_AATAAA_chr3_start_170893341_end_170893342,EIF5A2_ENSG00000163577.8,chr3,170893341,170893342,-,0.16636408,-0.023799286,0.360647289,-0.17060523,-0.139223842,-0.102441744,0.025825024,-0.207734308,0.303317488,0.303798195,0.303411426,0.320239063,0.3004649,0.290020471,0.266773115,0.254883207,0.469681568,0.27999891,0.664058714,0.149633833,0.161241059,0.187578727,0.292598139,0.047148899,26,26,26,31,31,31,31,30,0.15654911,0.333940331,3.6e-12,6.8e-4,0.007715166,0.012474594,0.865356476,0.005951973,NA,NA,2.81e-11,0.020084374,0.036800181,0.347114971,NA,0.037002878,5.651842632,0.138979132,46.4840154,8.723254791,7.914590418,4.241527283,0.282943956,8.251452146,1,1,1,1,1,1,1,1,0.01743704,0.709298009,9.24e-12,0.003141767,0.004903768,0.039446666,0.594778104,0.004071941,0.113495229,0.878955981,7.23e-11,0.007750682,0.013899638,0.093849721,0.750523415,0.015112994
RPS6KB1_AATAAA_chr17_start_59947458_end_59947459,RPS6KB1_ENSG00000108443.14,chr17,59947458,59947459,+,0.17661886,0.012246993,0.491266582,-0.10112312,-0.011143386,-0.143427719,-0.132973755,-0.165023438,0.344014867,0.344033255,0.343660561,0.452001667,0.357550224,0.513778582,0.491693139,0.477076321,0.520633727,0.356280248,0.834927143,0.350878547,0.346406837,0.370350863,0.358719384,0.312052883,60,60,60,64,64,64,64,112,0.099925173,0.941338671,1.27e-10,0.11638843,0.875769322,0.037053373,0.086265362,0.133179653,NA,NA,0,NA,NA,0,NA,NA,5.624266904,0.025312518,44.68876134,3.048212876,0.045812373000000003,5.801921541,4.55494161,3.247867421,1,1,1,1,1,1,1,1,0.017713473,0.873590812,2.31e-11,0.080826037,0.830517228,0.01600867,0.032823883,0.07151645,0.114578419,0.949943757,1.72e-10,0.131544461,0.88453747,0.045197811,0.101698421,0.154665676
RPS6KB1_ATTAAA_chr17_start_59950422_end_59950423,RPS6KB1_ENSG00000108443.14,chr17,59950422,59950423,+,-0.17661886,-0.012246993,-0.491266582,0.10112312,0.011143386,0.143427719,0.132973755,0.165023438,0.655985133,0.655966745,0.656339439,0.547998333,0.642449776,0.486221418,0.508306861,0.522923679,0.479366273,0.643719752,0.165072857,0.649121453,0.653593163,0.629649137,0.641280616,0.687947117,10,10,10,18,18,18,18,18,0.099925173,0.941338671,1.27e-10,0.11638843,0.875769322,0.037053373,0.086265362,0.133179653,NA,NA,0,NA,NA,0,NA,NA,5.624266904,0.025312518,44.68876134,3.048212876,0.045812373000000003,5.801921541,4.55494161,3.247867421,1,1,1,1,1,1,1,1,0.017713473,0.873590812,2.31e-11,0.080826037,0.830517228,0.01600867,0.032823883,0.07151645,0.114578419,0.949943757,1.72e-10,0.131544461,0.88453747,0.045197811,0.101698421,0.154665676
DYNC1I2_AATAAA_chr2_start_171748408_end_171748409,DYNC1I2_ENSG00000077380.16,chr2,171748408,171748409,+,0.126487569,-0.024206876,-0.233569382,0.070729052,0.083721043,-0.037917293,0.094351333,-0.02447036,0.433916517,0.433507139,0.433762683,0.209257575,0.23445765,0.271203391,0.255529591,0.624435325,0.560404086,0.409300263,0.200193301,0.279986627,0.318178693,0.233286098,0.349880924,0.599964966,182,182,182,360,360,360,360,414,0.220221467,0.069027909,4.84e-12,0.172057587,0.268564463,0.72752997,0.116006534,0.724081948,NA,NA,6.69e-7,NA,NA,NA,NA,NA,5.616081803,0.160880421,25.50969927,1.288632052,2.982562196,0.564452387,3.961606893,0.037393045,1,1,1,1,1,1,1,1,0.017796392,0.688347225,4.4e-7,0.256300199,0.084165937,0.45247185,0.046549248,0.846667005,0.114935609,0.866209033,1.87e-6,0.3488201,0.153119563,0.595223671,0.133703526,0.906935271
NDRG3_AATAAA_chr20_start_36651771_end_36651772,NDRG3_ENSG00000101079.21,chr20,36651771,36651772,-,-0.07507996,0.005709149,-0.470560323,0.187294622,0.134231582,0.18680126,0.12261815,0.200416924,0.90780244,0.907017816,0.907576702,0.795935209,0.852900492,0.790775714,0.815246139,0.778989738,0.83272248,0.912726965,0.437016379,0.983229831,0.987132074,0.977576974,0.937864289,0.979406662,144,144,144,203,203,203,203,343,0.105431771,0.922167725,1.14e-23,2.72e-19,1.26e-9,1.61e-15,0.001516171,5.54e-12,NA,NA,0,0,0,0,0,6.92e-13,5.488687255,0.040856527,105.9259537,85.72799358,40.71162853,69.38346213,13.28847298,53.1795732,1,1,1,1,1,1,1,1,0.019139909,0.839815114,7.65e-25,2.06e-20,1.76e-10,8.11e-17,2.67e-4,3.04e-13,0.121454113,0.933916392,1.69e-23,4.23e-19,1.83e-9,2.53e-15,0.00197917,9.96e-12
NDRG3_APA_chr20_start_36653444_end_36653445,NDRG3_ENSG00000101079.21,chr20,36653444,36653445,-,0.07507996,-0.005709149,0.470560323,-0.187294622,-0.134231582,-0.18680126,-0.12261815,-0.15942751,0.09219756,0.092982184,0.092423298,0.204064791,0.147099508,0.209224286,0.184753861,0.180020849,0.16727752,0.087273035,0.562983621,0.016770169,0.012867926,0.022423026,0.062135711,0.020593338,12,12,12,48,48,48,48,31,0.105431771,0.922167725,1.14e-23,2.72e-19,1.26e-9,1.61e-15,0.001516171,5.54e-12,NA,NA,0,0,0,0,0,6.73e-10,5.488687255,0.040856527,105.9259537,85.72799358,40.71162853,69.38346213,13.28847298,39.69822333,1,1,1,1,1,1,1,1,0.019139909,0.839815114,7.65e-25,2.06e-20,1.76e-10,8.11e-17,2.67e-4,2.96e-10,0.121454113,0.933916392,1.69e-23,4.23e-19,1.83e-9,2.53e-15,0.00197917,6.36e-9
MED13L_APA_chr12_start_115961255_end_115961256,MED13L_ENSG00000123066.9,chr12,115961255,115961256,-,0.047720246,-0.042580662,0.463697482,-0.032126677,-0.020942987,-0.01398337,-0.029137248,-0.054391745,0.105144168,0.105053009,0.105096928,0.034175281,0.023924614,0.016922468,0.03200199,0.056741835,0.152864414,0.062472347,0.56879441,0.002048604,0.002981627,0.002939098,0.002864742,0.00235009,129,129,129,12,12,12,12,44,0.142360187,0.203195666,1.74e-65,2.5e-7,0.005863875,0.00490188,2.52e-4,1.02e-5,NA,NA,1.12e-68,9.43e-9,5.35e-4,2.86e-4,2.59e-5,1.1e-6,5.471587839,5.644796151,307.5840864,36.00712453,15.2309841,16.7179016,21.91197413,26.66238516,1,1,1,1,1,1,1,1,0.019328058,0.017507251,7.34e-69,1.97e-9,9.51e-5,4.34e-5,2.85e-6,2.42e-7,0.122165689,0.108827459,1.48e-66,1.45e-8,4.18e-4,2.63e-4,3.7e-5,2.99e-6
APLP2_AATAAA_chr11_start_130143808_end_130143809,APLP2_ENSG00000084234.18,chr11,130143808,130143809,+,-0.059233996,-0.073578229,0.380121387,-0.09095118,-0.026425673,-0.019139021,0.017739315,-0.164890503,0.25650906,0.256467024,0.256506247,0.265940474,0.242288298,0.279316724,0.257974906,0.320601439,0.197275064,0.182888795,0.636627634,0.174989295,0.215862625,0.260177703,0.275714221,0.155710936,91,91,91,146,146,146,146,136,0.110489321,0.012503108,7.52e-44,1.37e-8,1.24e-4,0.466024115,0.367304157,2.03e-8,NA,0,0,2.55e-9,0.041939715,NA,NA,0,5.338867113,10.54957529,200.4825332,36.41647271,5.217978368,1.427882235,1.452945234,36.41659712,1,1,1,1,1,1,1,1,0.020855022,0.001162148,1.64e-45,1.59e-9,0.022354525,0.23211037,0.228055952,1.59e-9,0.127542983,0.015973352,1.19e-43,1.19e-8,0.050736158,0.373879053,0.410080267,2.95e-8
APLP2_AATAAA_chr11_start_130144803_end_130144804,APLP2_ENSG00000084234.18,chr11,130144803,130144804,+,0.059233996,0.073578229,-0.380121387,0.095187069,0.019855819,0.021629981,-0.013913782,0.164890503,0.74349094,0.743532976,0.743493753,0.725269914,0.756744853,0.71184423,0.732065636,0.679398561,0.80272493599999994,0.817111205,0.363372366,0.820456984,0.776600671,0.733474211,0.718151854,0.844289064,1869,1869,1869,3740,3740,3740,3740,3334,0.110489321,0.012503108,7.52e-44,1.37e-8,1.24e-4,0.466024115,0.367304157,2.03e-8,NA,0,0,5.78e-10,0.163299464,NA,NA,0,5.338867113,10.54957529,200.4825332,39.31072363,2.928261588,1.603728688,0.868385966,36.41659712,1,1,1,1,1,1,1,1,0.020855022,0.001162148,1.64e-45,3.61e-10,0.087041171,0.205375601,0.351402529,1.59e-9,0.127542983,0.015973352,1.19e-43,2.93e-9,0.157356784,0.342040657,0.545522533,2.95e-8
LETM1_ATTAAA_chr4_start_1811480_end_1811481,LETM1_ENSG00000168924.15,chr4,1811480,1811481,-,-0.206357562,0.10567143,-0.391822127,0.244880653,0.1660433,0.117765984,0.115607991,0.237167721,0.651032653,0.654267786,0.655351399,0.501597385,0.523468045,0.523763428,0.489118392,0.583158683,0.44467509,0.759939216,0.263529272,0.746478039,0.689511346,0.641529411,0.604726383,0.820326404,72,72,72,176,176,176,176,258,0.111076977,0.240528877,6e-14,8.6e-8,1.96e-4,0.023266463,0.018421187,9.61e-5,NA,NA,0,6.33e-9,2.25e-5,0.009435283,0.00439028,7.46e-6,5.326904277,3.164176227,60.21837383,34.64169005,19.16142404,8.157240083,10.13868685,21.64250634,1,1,1,1,1,1,1,1,0.020998651,0.0752704,8.49e-15,3.96e-9,1.2e-5,0.004288959,0.001451896,3.28e-6,0.128232381,0.27378992,8.67e-14,2.81e-8,6.35e-5,0.014784414,0.008226401,3.15e-5
LETM1_AATAAA_chr4_start_1814290_end_1814291,LETM1_ENSG00000168924.15,chr4,1814290,1814291,-,0.206357562,-0.10567143,0.391822127,-0.218454542,-0.132834381,-0.118479712,-0.112843183,-0.194329924,0.348967347,0.345732214,0.344648601,0.414485894,0.400450252,0.4003676,0.4510888,0.355177367,0.55532491,0.240060784,0.736470728,0.196031352,0.267615871,0.281887888,0.338245617,0.160847443,79,79,79,91,91,91,91,79,0.111076977,0.240528877,6e-14,8.6e-8,1.96e-4,0.023266463,0.018421187,9.61e-5,NA,NA,0,4.9e-8,4.97e-4,0.006390882,0.004904738,1.613e-4,5.326904277,3.164176227,60.21837383,30.66531558,13.3045362,8.866146173,9.934573231,15.78400464,1,1,1,1,1,1,1,1,0.020998651,0.0752704,8.49e-15,3.07e-8,2.65e-4,0.002905078,0.00162203,7.1e-5,0.128232381,0.27378992,8.67e-14,1.93e-7,0.001047876,0.010607449,0.009015695,4.77e-4
TMOD3_AATAAA_chr15_start_51911934_end_51911935,TMOD3_ENSG00000138594.14,chr15,51911934,51911935,+,0.131670468,0.00093000000000000005,-0.206206271,-0.040603899,-0.089767197,-0.141697957,-0.097228136,NA,0.650763086,0.651273021,0.653475717,0.576697029,0.627226308,0.581520123,0.53032374,NA,0.782433554,0.652203313,0.447269446,0.536093131,0.537459112,0.439822167,0.433095603,NA,159,159,159,346,346,346,346,NA,0.237113221,0.120971968,1.33e-8,0.508086913,2.74e-5,2.73e-9,0.002743572,NA,NA,NA,3.56e-4,NA,8.07e-4,1.3e-6,7.6e-4,NA,5.268577273,0.010722177,13.53477684,1.735420194,14.457487799999999,27.06151169,15.47162052,NA,1,1,1,1,1,1,1,NA,0.021713752,0.917528099,2.34e-4,0.187720166,1.43e-4,1.97e-7,8.38e-5,NA,0.131726923,0.966819054,6.45e-4,0.27022822,6.06e-4,1.88e-6,7.24e-4,NA
NUCKS1_APA_chr1_start_205717988_end_205717989,NUCKS1_ENSG00000069275.13,chr1,205717988,205717989,-,0.04621011,-0.043074261,0.240452164,-0.111162042,-0.104754033,-0.056197772,-0.042444774,-0.105249815,0.156786636,0.155979981,0.156965118,0.247751372,0.243905496,0.231918117,0.268917364,0.2413841,0.202996746,0.11290572,0.397417281,0.13658933,0.139151462,0.175720345,0.22647259,0.136134284,624,624,624,1118,1118,1118,1118,1044,0.210742706,0.001437084,2.85e-42,1.33e-18,3.35e-23,1.65e-6,6.23e-8,2.16e-6,NA,0.014441968,1.81e-26,3e-16,2.59e-20,2.13e-5,0.002203396,1.27e-6,5.244554584,11.42356461,116.3565332,70.8989373,89.70854025,22.65687932,14.42651803,28.15079164,1,1,1,1,1,1,1,1,0.022015564,7.25e-4,3.97e-27,3.76e-17,2.76e-21,1.94e-6,1.46e-4,1.12e-7,0.132877937,0.011114649,1.01e-25,6.08e-16,7.31e-20,1.58e-5,0.001166091,1.49e-6
SYPL1_AATAAA_chr7_start_106090507_end_106090508,SYPL1_ENSG00000008282.10,chr7,106090507,106090508,-,-0.132837341,-0.46633789,-0.459887286,0.11784877,0.088783126,0.087058665,0.027233331,0.117819768,0.791131432,0.787121834,0.791409492,0.825024022,0.846358205,0.855853404,0.839817261,0.795067984,0.65829409,0.320783944,0.331522206,0.942872792,0.935141331,0.942912069,0.867050592,0.912887752,32,32,32,141,141,141,141,210,0.11634453,8.06e-6,2.55e-15,1.06e-4,0.008388664,0.003487511,0.640052864,0.089436668,NA,0,0,0,0,0,NA,NA,5.219337949,27.3852261,66.66783872,16.99124141,8.51544419,10.70824435,0.470495893,4.03628298,1,1,1,1,1,1,1,1,0.022337053,1.67e-7,3.21e-16,3.76e-5,0.00352145,0.001066592,0.492759123,0.044531803,0.133844915,1.11e-5,3.72e-15,1.41e-4,0.01039035,0.0044926260000000004,0.671857883,0.10558607
SYPL1_AATAAA_chr7_start_106091696_end_106091697,SYPL1_ENSG00000008282.10,chr7,106091696,106091697,-,0.132837341,0.46633789,0.459887286,-0.11784877,-0.088783126,-0.087058665,-0.027233331,-0.117819768,0.208868568,0.212878166,0.208590508,0.174975978,0.153641795,0.144146596,0.160182739,0.204932016,0.34170591,0.679216056,0.668477794,0.057127208,0.064858669,0.057087931,0.132949408,0.087112248,24,24,24,14,14,14,14,20,0.11634453,8.06e-6,2.55e-15,1.06e-4,0.008388664,0.003487511,0.640052864,0.089436668,NA,0,0,0,0,0,NA,NA,5.219337949,27.3852261,66.66783872,16.99124141,8.51544419,10.70824435,0.470495893,4.03628298,1,1,1,1,1,1,1,1,0.022337053,1.67e-7,3.21e-16,3.76e-5,0.00352145,0.001066592,0.492759123,0.044531803,0.133844915,1.11e-5,3.72e-15,1.41e-4,0.01039035,0.0044926260000000004,0.671857883,0.10558607
NIPSNAP3A_ATTAAA_chr9_start_104759579_end_104759580,NIPSNAP3A_ENSG00000136783.10,chr9,104759579,104759580,+,0.129356027,0.027412228,0.304441438,-0.225239387,-0.077019822,-0.156965011,-0.029653821,-0.201486488,0.216022355,0.216027632,0.216277657,0.33620901,0.2277504,0.29066298,0.251531416,0.240916429,0.345378382,0.24343986,0.520719095,0.110969623,0.150730578,0.133697969,0.221877595,0.039429941,31,31,31,42,42,42,42,61,0.117597755,0.789305204,2.94e-5,9.17e-7,0.04669459,7.96e-4,0.66927525,0.002421376,NA,NA,0,0,0,0,NA,0,5.198046313,0.297278448,19.44787366,26.76826422,5.051624035,13.79895298,0.394705231,11.63581259,1,1,1,1,1,1,1,1,0.022612289,0.585593641,1.03e-5,2.29e-7,0.024602868,2.03e-4,0.529836443,6.47e-4,0.135201288,0.808946578,3.64e-5,1.27e-6,0.054781309,0.001054156,0.700709471,0.003257927
NIPSNAP3A_AATAAA_chr9_start_104760117_end_104760118,NIPSNAP3A_ENSG00000136783.10,chr9,104760117,104760118,+,-0.129356027,-0.027412228,-0.304441438,0.225239387,0.077019822,0.156965011,0.029653821,0.201486488,0.783977645,0.783972368,0.783722343,0.66379099,0.7722496,0.70933702,0.748468584,0.759083571,0.654621618,0.75656014,0.479280905,0.889030377,0.849269422,0.866302031,0.778122405,0.960570059,67,67,67,127,127,127,127,177,0.117597755,0.789305204,2.94e-5,9.17e-7,0.04669459,7.96e-4,0.66927525,0.002421376,NA,NA,0,0,0,0,NA,0,5.198046313,0.297278448,19.44787366,26.76826422,5.051624035,13.79895298,0.394705231,11.63581259,1,1,1,1,1,1,1,1,0.022612289,0.585593641,1.03e-5,2.29e-7,0.024602868,2.03e-4,0.529836443,6.47e-4,0.135201288,0.808946578,3.64e-5,1.27e-6,0.054781309,0.001054156,0.700709471,0.003257927
RIF1_AATAAA_chr2_start_151482168_end_151482169,RIF1_ENSG00000080345.18,chr2,151482168,151482169,+,-0.144611516,-0.074912647,-0.26238375,0.185973596,0.159581364,0.160964202,0.240566105,NA,0.50717225,0.507132909,0.508495671,0.412495649,0.388685791,0.364073444,0.341567803,NA,0.362560734,0.432220262,0.246111921,0.598469245,0.548267155,0.525037646,0.582133907,NA,18,18,18,96,96,96,96,108,0.160354213,0.654878984,2.35e-4,1.73e-5,0.057891968,1.33e-5,1.1e-6,1,NA,NA,0.001205753,1.19e-5,NA,1.3e-6,1.86e-8,NA,5.075953631,1.677428823,11.257814,22.73499397,11.74149333,27.61697509,36.48834553,NA,1,1,1,1,1,1,1,1,0.024259924,0.195266452,7.93e-4,1.86e-6,6.11e-4,1.48e-7,1.54e-9,1,0.141883796,0.471085224,0.001979418,8.92e-6,0.002204101,1.45e-6,3.85e-8,NA
GNA12_APA_chr7_start_2729823_end_2729824,GNA12_ENSG00000146535.14,chr7,2729823,2729824,-,0.110509227,-0.081080949,0.309589103,-0.076489913,-0.125897652,-0.077935976,-0.103663348,-0.120742076,0.236858315,0.235285979,0.235383332,0.115888766,0.163390377,0.116533727,0.149288962,0.16086914,0.347367542,0.15420503,0.544972435,0.039398853,0.037492725,0.038597751,0.045625614,0.040127063,36,36,36,36,36,36,36,48,0.119604492,0.075256902,3.24e-18,2.49e-14,1.4e-11,5.13e-8,4.68e-8,2.33e-5,NA,NA,2.15e-19,1.35e-7,1.9e-10,1.79e-9,5.38e-9,6.78e-5,4.986888117,7.451085474,81.92216111,28.6957686,41.7961661,37.72223685,36.20165378,17.42874036,1,1,1,1,1,1,1,1,0.025540099,0.00633982,1.42e-19,8.47e-8,1.01e-10,8.16e-10,1.78e-9,2.98e-5,0.147868391,0.052403358,2.09e-18,5e-7,1.08e-9,1.16e-8,4.4e-8,2.21e-4
PRELID3B_AATAAA_chr20_start_59034819_end_59034820,PRELID3B_ENSG00000101166.16,chr20,59034819,59034820,-,0.08503789,-0.073333537,0.441140989,-0.129662152,-0.071179539,-0.093697996,-0.060936585,-0.106071654,0.163294472,0.163330815,0.163752877,0.200596621,0.167792387,0.185029594,0.181222036,0.181409634,0.248332362,0.089997277,0.604893866,0.070934469,0.096612849,0.091331598,0.12028545,0.07533798,82,82,82,87,87,87,87,136,0.276861209,0.090137072,3.41e-34,1.39e-7,0.056528141,3.44e-6,0.008130509,0.051608273,NA,NA,2.02e-32,3.71e-9,NA,1.45e-7,0.007423875,NA,4.909762379,5.562096412,141.3777082,37.03360221,7.78298074,30.52829448,10.44839131,6.62554517,1,1,1,1,1,1,1,1,0.026705315,0.018353423,1.33e-32,1.16e-9,0.005274071,3.29e-8,0.001227563,0.010052637,0.153269299,0.112190101,4.81e-31,8.78e-9,0.014792812,3.61e-7,0.007170186,0.03184416
SPX_AATAAA_chr12_start_21531275_end_21531276,SPX_ENSG00000134548.11,chr12,21531275,21531276,+,0.113970002,0.081762066,0.398491728,-0.170066598,-0.130270033,-0.008717613,-0.028043799,-0.167592664,0.262397939,0.262409346,0.262848139,0.244501082,0.242801248,0.185810517,0.234798649,0.263707111,0.376367941,0.344171412,0.661339866,0.074434484,0.112531215,0.177092904,0.20675485,0.096114447,186,186,186,69,69,69,69,59,0.134418567,0.20068476,6.61e-25,1.19e-4,0.003298887,0.775103162,0.890212885,0.024577245,NA,NA,0,1.23e-5,0.001440145,NA,NA,0.007044198,4.891160107,3.632493367,111.7017652,20.01243115,11.31793647,0.028175663,0.204969384,8.747254971,1,1,1,1,1,1,1,1,0.026994541,0.056661868,4.15e-26,7.69e-6,7.68e-4,0.866696505,0.650739252,0.003100684,0.154395382,0.227242775,9.67e-25,3.32e-5,0.002706276,0.917157572,0.790810522,0.012082826
SPX_ATTAAA_chr12_start_21532522_end_21532523,SPX_ENSG00000134548.11,chr12,21532522,21532523,+,-0.113970002,-0.081762066,-0.398491728,0.123146047,0.050352414,-0.03216715,0.0446198,0.116875649,0.737602061,0.737590654,0.737151861,0.614652274,0.625251602,0.669314628,0.602756723,0.675064576,0.623632059,0.655828588,0.338660134,0.737798321,0.675604016,0.637147478,0.647376523,0.791940226,122,122,122,101,101,101,101,85,0.134418567,0.20068476,6.61e-25,1.19e-4,0.003298887,0.775103162,0.890212885,0.024577245,NA,NA,0,0.023604958,0.561068127,NA,NA,0.183663616,4.891160107,3.632493367,111.7017652,5.943704331,1.078389585,0.260310339,0.382739409,3.047847028,1,1,1,1,1,1,1,1,0.026994541,0.056661868,4.15e-26,0.014769944,0.299058096,0.609907028,0.536140785,0.080844248,0.154395382,0.227242775,9.67e-25,0.0303821,0.419555029,0.729573127,0.706075759,0.168226844
