gene_id,feature_id,twostep_gene_padj,twostep_transcript_padj,gene_id.x,lr,df,pvalue,adj_pvalue,gene_id.y,ctrl_DMSO_1,ctrl_DMSO_2,ctrl_DMSO_3,ctrl_SDMAi_ADMAi_1,ctrl_SDMAi_ADMAi_2,ctrl_SDMAi_ADMAi_3,mean_diff,chr,start,end,V5,strand,V7,V8,V9
MLXIP_ENSG00000175727.14,PAS12455_AATAAA_0.25,2.54E-24,0.009182996,MLXIP_ENSG00000175727.14,9.566416595,1,0.001981692,0.015454995,MLXIP_ENSG00000175727.14,0.235995442,0.235995442,0.235995442,0.175659084,0.175659084,0.175659084,-0.060336359,chr12,122147339,122147340,259,+,ENSG00000175727.14,MLXIP,UTR3
NDUFA7_ENSG00000267855.6,PAS18022_ATTAAA_0.25,0.013101511,0,NDUFA7_ENSG00000267855.6,9.548098193,1,0.002001567,0.015581115,NDUFA7_ENSG00000267855.6,0.026596042,0.026596042,0.026596042,0.074186613,0.074186613,0.074186613,0.047590571,chr19,8308594,8308595,13,-,ENSG00000267855.6,NDUFA7,UTR3
NDUFA7_ENSG00000267855.6,PAS18023_AATAAA_0.2,0.013101511,0,NDUFA7_ENSG00000267855.6,9.548098193,1,0.002001567,0.015581115,NDUFA7_ENSG00000267855.6,0.973403958,0.973403958,0.973403958,0.925813387,0.925813387,0.925813387,-0.047590571,chr19,8311360,8311361,232,-,ENSG00000267855.6,NDUFA7,UTR3
LSM11_ENSG00000155858.6,PAS5796_AATAAA_0.05,0.037120504,0.009288545,LSM11_ENSG00000155858.6,9.545438203,1,0.00200447,0.01558929,LSM11_ENSG00000155858.6,0.51412978,0.51412978,0.51412978,0.773936748,0.773936748,0.773936748,0.259806968,chr5,157760708,157760709,48,+,ENSG00000155858.6,LSM11,UTR3
CASK_ENSG00000147044.23,PAS19946_APA_0.25,0.013187146,0,CASK_ENSG00000147044.23,9.532654407,1,0.00201848,0.015654845,CASK_ENSG00000147044.23,0.587364437,0.587364437,0.587364437,0.932463113,0.932463113,0.932463113,0.345098675,chrX,41519210,41519211,13,-,ENSG00000147044.23,CASK,UTR3
CASK_ENSG00000147044.23,PAS19947_AATAAA_0.1,0.013187146,0,CASK_ENSG00000147044.23,9.532654407,1,0.00201848,0.015654845,CASK_ENSG00000147044.23,0.412635563,0.412635563,0.412635563,0.067536887,0.067536887,0.067536887,-0.345098675,chrX,41743560,41743561,11,-,ENSG00000147044.23,CASK,UTR3
AIMP1_ENSG00000164022.18,PAS4868_AATAAA_0.3,1.52E-08,0.009344402,AIMP1_ENSG00000164022.18,9.534433977,1,0.002016524,0.015654845,AIMP1_ENSG00000164022.18,0.080812285,0.080812285,0.080812285,0.153636278,0.153636278,0.153636278,0.072823993,chr4,106348490,106348491,25,+,ENSG00000164022.18,AIMP1,UTR3
TBX18_ENSG00000112837.17,PAS7131_AATAAA_0.3,0.031004594,0.009467411,TBX18_ENSG00000112837.17,9.510433389,1,0.002043069,0.015830963,TBX18_ENSG00000112837.17,0.518671098,0.518671098,0.518671098,0.192134192,0.192134192,0.192134192,-0.326536906,chr6,84687362,84687363,15,-,ENSG00000112837.17,TBX18,UTR3
WDFY2_ENSG00000139668.9,PAS13282_APA_0.3,0.013348063,0,WDFY2_ENSG00000139668.9,9.503445662,1,0.002050864,0.015833047,WDFY2_ENSG00000139668.9,0.659505433,0.659505433,0.659505433,0.438094237,0.438094237,0.438094237,-0.221411196,chr13,51759995,51759996,77,+,ENSG00000139668.9,WDFY2,UTR3
WDFY2_ENSG00000139668.9,PAS13283_AATAAA_0.1,0.013348063,0,WDFY2_ENSG00000139668.9,9.503445662,1,0.002050864,0.015833047,WDFY2_ENSG00000139668.9,0.340494567,0.340494567,0.340494567,0.561905763,0.561905763,0.561905763,0.221411196,chr13,51766790,51766791,11,+,ENSG00000139668.9,WDFY2,UTR3
BCL11A_ENSG00000119866.22,PAS2913_AATAAA_0.05,0.013348063,0,BCL11A_ENSG00000119866.22,9.503911465,1,0.002050344,0.015833047,BCL11A_ENSG00000119866.22,0.411721799,0.411721799,0.411721799,0.144871225,0.144871225,0.144871225,-0.266850575,chr2,60452158,60452159,25,-,ENSG00000119866.22,BCL11A,UTR3
BCL11A_ENSG00000119866.22,PAS2914_AATAAA_0.2,0.013348063,0,BCL11A_ENSG00000119866.22,9.503911465,1,0.002050344,0.015833047,BCL11A_ENSG00000119866.22,0.588278201,0.588278201,0.588278201,0.855128775,0.855128775,0.855128775,0.266850575,chr2,60457194,60457195,18,-,ENSG00000119866.22,BCL11A,UTR3
ATP6V0A2_ENSG00000185344.15,PAS12488_AATAAA_0.15,0.019107904,0.009739272,ATP6V0A2_ENSG00000185344.15,9.458493072,1,0.002101737,0.01621092,ATP6V0A2_ENSG00000185344.15,0.466372592,0.466372592,0.466372592,0.606757058,0.606757058,0.606757058,0.140384466,chr12,123761751,123761752,69,+,ENSG00000185344.15,ATP6V0A2,UTR3
ZPR1_ENSG00000109917.11,PAS11802_APA_0.3,1.21E-08,0.019572523,ZPR1_ENSG00000109917.11,9.449664836,1,0.002111877,0.016274216,ZPR1_ENSG00000109917.11,0.068389997,0.068389997,0.068389997,0.172305019,0.172305019,0.172305019,0.103915022,chr11,116774535,116774536,17,-,ENSG00000109917.11,ZPR1,UTR3
SENP2_ENSG00000163904.13,PAS3924_AATAAA_0.35,3.16E-04,0.009800307,SENP2_ENSG00000163904.13,9.447034277,1,0.002114908,0.016282663,SENP2_ENSG00000163904.13,0.69199516,0.69199516,0.69199516,0.533410286,0.533410286,0.533410286,-0.158584874,chr3,185631100,185631101,26,+,ENSG00000163904.13,SENP2,UTR3
HIGD1A_ENSG00000181061.14,PAS4097_ATTAAA_0.25,0.013797779,0,HIGD1A_ENSG00000181061.14,9.435736758,1,0.002127976,0.016353349,HIGD1A_ENSG00000181061.14,0.774280573,0.774280573,0.774280573,0.851680428,0.851680428,0.851680428,0.077399855,chr3,42784300,42784301,463,-,ENSG00000181061.14,HIGD1A,UTR3
HIGD1A_ENSG00000181061.14,PAS4098_AATAAA_0.35,0.013797779,0,HIGD1A_ENSG00000181061.14,9.435736758,1,0.002127976,0.016353349,HIGD1A_ENSG00000181061.14,0.225719427,0.225719427,0.225719427,0.148319572,0.148319572,0.148319572,-0.077399855,chr3,42785157,42785158,111,-,ENSG00000181061.14,HIGD1A,UTR3
INTS7_ENSG00000143493.13,PAS1884_AATAAA_0,0.004221039,0.009881837,INTS7_ENSG00000143493.13,9.431840041,1,0.002132502,0.01637318,INTS7_ENSG00000143493.13,0.417913385,0.417913385,0.417913385,0.632916604,0.632916604,0.632916604,0.215003219,chr1,211940402,211940403,23,-,ENSG00000143493.13,INTS7,UTR3
ARHGAP27_ENSG00000159314.13,PAS16695_AATAAA_0.25,0.01385746,0,ARHGAP27_ENSG00000159314.13,9.424371329,1,0.002141205,0.016410054,ARHGAP27_ENSG00000159314.13,0.853265962,0.853265962,0.853265962,0.660891303,0.660891303,0.660891303,-0.192374659,chr17,45393908,45393909,76,-,ENSG00000159314.13,ARHGAP27,UTR3
ARHGAP27_ENSG00000159314.13,PAS16696_None_0.15,0.01385746,0,ARHGAP27_ENSG00000159314.13,9.424371329,1,0.002141205,0.016410054,ARHGAP27_ENSG00000159314.13,0.146734038,0.146734038,0.146734038,0.339108697,0.339108697,0.339108697,0.192374659,chr17,45429352,45429353,13,-,ENSG00000159314.13,ARHGAP27,UTR3
FUCA2_ENSG00000001036.14,PAS7279_AATAAA_0.1,0.014070599,0,FUCA2_ENSG00000001036.14,9.389504415,1,0.002182312,0.016694686,FUCA2_ENSG00000001036.14,0.115529152,0.115529152,0.115529152,0.2144109,0.2144109,0.2144109,0.098881748,chr6,143493954,143493955,40,-,ENSG00000001036.14,FUCA2,UTR3
FUCA2_ENSG00000001036.14,PAS7280_ATTAAA_0.15,0.014070599,0,FUCA2_ENSG00000001036.14,9.389504415,1,0.002182312,0.016694686,FUCA2_ENSG00000001036.14,0.884470848,0.884470848,0.884470848,0.7855891,0.7855891,0.7855891,-0.098881748,chr6,143495487,143495488,100,-,ENSG00000001036.14,FUCA2,UTR3
FLAD1_ENSG00000160688.19,PAS619_AATAAA_0.2,0.014104862,0,FLAD1_ENSG00000160688.19,9.379407132,1,0.002194365,0.016756427,FLAD1_ENSG00000160688.19,0.209435726,0.209435726,0.209435726,0.360073789,0.360073789,0.360073789,0.150638063,chr1,154989010,154989011,24,+,ENSG00000160688.19,FLAD1,UTR3
FLAD1_ENSG00000160688.19,PAS620_AATAAA_0.05,0.014104862,0,FLAD1_ENSG00000160688.19,9.379407132,1,0.002194365,0.016756427,FLAD1_ENSG00000160688.19,0.790564274,0.790564274,0.790564274,0.639926211,0.639926211,0.639926211,-0.150638063,chr1,154993110,154993111,163,+,ENSG00000160688.19,FLAD1,UTR3
USP47_ENSG00000170242.19,PAS10893_AATAAA_0.3,0.014899543,0.020605534,USP47_ENSG00000170242.19,9.35536327,1,0.002223339,0.016946918,USP47_ENSG00000170242.19,0.249546691,0.249546691,0.249546691,0.153068591,0.153068591,0.153068591,-0.0964781,chr11,11956942,11956943,47,+,ENSG00000170242.19,USP47,UTR3
C6orf89_ENSG00000198663.17,PAS6547_AATAAA_0.05,1.99E-13,0.010293768,C6orf89_ENSG00000198663.17,9.356964837,1,0.002221397,0.016946918,C6orf89_ENSG00000198663.17,0.237677005,0.237677005,0.237677005,0.154877847,0.154877847,0.154877847,-0.082799158,chr6,36923525,36923526,89,+,ENSG00000198663.17,C6orf89,UTR3
PSMD14_ENSG00000115233.12,PAS2467_AATAAA_0.25,0.014330112,0,PSMD14_ENSG00000115233.12,9.345736602,1,0.002235048,0.017005361,PSMD14_ENSG00000115233.12,0.258486884,0.258486884,0.258486884,0.177190738,0.177190738,0.177190738,-0.081296146,chr2,161411418,161411419,52,+,ENSG00000115233.12,PSMD14,UTR3
PSMD14_ENSG00000115233.12,PAS2468_AATAAA_0.15,0.014330112,0,PSMD14_ENSG00000115233.12,9.345736602,1,0.002235048,0.017005361,PSMD14_ENSG00000115233.12,0.741513116,0.741513116,0.741513116,0.822809262,0.822809262,0.822809262,0.081296146,chr2,161411714,161411715,199,+,ENSG00000115233.12,PSMD14,UTR3
GSPT1_ENSG00000103342.13,PAS15476_APA_0.3,1.70E-26,0.020912448,GSPT1_ENSG00000103342.13,9.32826833,1,0.002256455,0.017152726,GSPT1_ENSG00000103342.13,0.078906536,0.078906536,0.078906536,0.135171364,0.135171364,0.135171364,0.056264828,chr16,11870143,11870144,15,-,ENSG00000103342.13,GSPT1,UTR3
MYO5A_ENSG00000197535.16,PAS14721_AATAAA_0.25,0.014642081,0,MYO5A_ENSG00000197535.16,9.299462644,1,0.002292211,0.017393106,MYO5A_ENSG00000197535.16,0.378016822,0.378016822,0.378016822,0.541722014,0.541722014,0.541722014,0.163705192,chr15,52307285,52307286,43,-,ENSG00000197535.16,MYO5A,UTR3
MYO5A_ENSG00000197535.16,PAS14722_AATAAA_0.2,0.014642081,0,MYO5A_ENSG00000197535.16,9.299462644,1,0.002292211,0.017393106,MYO5A_ENSG00000197535.16,0.621983178,0.621983178,0.621983178,0.458277986,0.458277986,0.458277986,-0.163705192,chr15,52313168,52313169,25,-,ENSG00000197535.16,MYO5A,UTR3
CLIC4_ENSG00000169504.15,PAS152_APA_0.35,9.09E-04,0.010696656,CLIC4_ENSG00000169504.15,9.286617407,1,0.00230834,0.017499714,CLIC4_ENSG00000169504.15,0.070857544,0.070857544,0.070857544,0.038202563,0.038202563,0.038202563,-0.032654981,chr1,24840948,24840949,161,+,ENSG00000169504.15,CLIC4,UTR3
HACD1_ENSG00000165996.14,PAS10409_AATAAA_0.15,0.037137543,0.010803068,HACD1_ENSG00000165996.14,9.268485512,1,0.002331304,0.017657896,HACD1_ENSG00000165996.14,0.791462576,0.791462576,0.791462576,0.708280951,0.708280951,0.708280951,-0.083181626,chr10,17590270,17590271,351,-,ENSG00000165996.14,HACD1,UTR3
ERMP1_ENSG00000099219.15,PAS9422_AATAAA_0.35,0.014956282,0,ERMP1_ENSG00000099219.15,9.249388275,1,0.002355741,0.017810926,ERMP1_ENSG00000099219.15,0.203923649,0.203923649,0.203923649,0.429262689,0.429262689,0.429262689,0.22533904,chr9,5778647,5778648,31,-,ENSG00000099219.15,ERMP1,UTR3
ERMP1_ENSG00000099219.15,PAS9423_AATAAA_0.15,0.014956282,0,ERMP1_ENSG00000099219.15,9.249388275,1,0.002355741,0.017810926,ERMP1_ENSG00000099219.15,0.796076351,0.796076351,0.796076351,0.570737311,0.570737311,0.570737311,-0.22533904,chr9,5784572,5784573,36,-,ENSG00000099219.15,ERMP1,UTR3
IPO9_ENSG00000198700.10,PAS812_AATAAA_0.2,3.63E-04,0.011135043,IPO9_ENSG00000198700.10,9.213062214,1,0.002402944,0.018151504,IPO9_ENSG00000198700.10,0.093871625,0.093871625,0.093871625,0.170569225,0.170569225,0.170569225,0.0766976,chr1,201883774,201883775,16,+,ENSG00000198700.10,IPO9,UTR3
STRN_ENSG00000115808.12,PAS2836_AATAAA_0.35,0.024887041,0.011221622,STRN_ENSG00000115808.12,9.198883385,1,0.002421628,0.018276233,STRN_ENSG00000115808.12,0.604909572,0.604909572,0.604909572,0.395656519,0.395656519,0.395656519,-0.209253054,chr2,36843801,36843802,30,-,ENSG00000115808.12,STRN,UTR3
KIAA0586_ENSG00000100578.18,PAS13675_AATAAA_0.15,0.007340594,0.011272786,KIAA0586_ENSG00000100578.18,9.190556418,1,0.002432669,0.018343111,KIAA0586_ENSG00000100578.18,0.264541016,0.264541016,0.264541016,0.461741069,0.461741069,0.461741069,0.197200053,chr14,58515815,58515816,18,+,ENSG00000100578.18,KIAA0586,UTR3
TTC14_ENSG00000163728.11,PAS3887_ATTAAA_0.2,0.015548705,0,TTC14_ENSG00000163728.11,9.16918728,1,0.002461238,0.018525332,TTC14_ENSG00000163728.11,0.769804975,0.769804975,0.769804975,0.596417743,0.596417743,0.596417743,-0.173387232,chr3,180610977,180610978,49,+,ENSG00000163728.11,TTC14,UTR3
TTC14_ENSG00000163728.11,PAS3888_AATAAA_0.45,0.015548705,0,TTC14_ENSG00000163728.11,9.16918728,1,0.002461238,0.018525332,TTC14_ENSG00000163728.11,0.230195025,0.230195025,0.230195025,0.403582257,0.403582257,0.403582257,0.173387232,chr3,180618325,180618326,25,+,ENSG00000163728.11,TTC14,UTR3
NUFIP2_ENSG00000108256.9,PAS16551_APA_0.15,8.14E-10,0.04607131,NUFIP2_ENSG00000108256.9,9.151200678,1,0.002485549,0.018691596,NUFIP2_ENSG00000108256.9,0.06558076,0.06558076,0.06558076,0.023713646,0.023713646,0.023713646,-0.041867114,chr17,29263632,29263633,12,-,ENSG00000108256.9,NUFIP2,UTR3
CARD8_ENSG00000105483.18,PAS18339_AATAAA_0.45,7.15E-06,0.057904507,CARD8_ENSG00000105483.18,9.14120794,1,0.002499161,0.018777175,CARD8_ENSG00000105483.18,0.180404744,0.180404744,0.180404744,0.258531935,0.258531935,0.258531935,0.07812719,chr19,48208098,48208099,18,-,ENSG00000105483.18,CARD8,UTR3
QTRT2_ENSG00000151576.10,PAS3691_AATAAA_0.3,0.015820077,0,QTRT2_ENSG00000151576.10,9.134172248,1,0.002508789,0.01881592,QTRT2_ENSG00000151576.10,0.097089186,0.097089186,0.097089186,0.008954307,0.008954307,0.008954307,-0.088134879,chr3,114086044,114086045,10,+,ENSG00000151576.10,QTRT2,UTR3
QTRT2_ENSG00000151576.10,PAS3692_AATAAA_0.3,0.015820077,0,QTRT2_ENSG00000151576.10,9.134172248,1,0.002508789,0.01881592,QTRT2_ENSG00000151576.10,0.902910814,0.902910814,0.902910814,0.991045693,0.991045693,0.991045693,0.088134879,chr3,114088343,114088344,49,+,ENSG00000151576.10,QTRT2,UTR3
UBL4A_ENSG00000102178.13,PAS20154_AATAAA_0.2,0.015827162,0,UBL4A_ENSG00000102178.13,9.130005308,1,0.00251451,0.018825268,UBL4A_ENSG00000102178.13,0.59873762,0.59873762,0.59873762,0.424358233,0.424358233,0.424358233,-0.174379387,chrX,154483720,154483721,67,-,ENSG00000102178.13,UBL4A,UTR3
UBL4A_ENSG00000102178.13,PAS20155_AATAAA_0.3,0.015827162,0,UBL4A_ENSG00000102178.13,9.130005308,1,0.00251451,0.018825268,UBL4A_ENSG00000102178.13,0.40126238,0.40126238,0.40126238,0.575641767,0.575641767,0.575641767,0.174379387,chrX,154483983,154483984,38,-,ENSG00000102178.13,UBL4A,UTR3
TMCC1_ENSG00000172765.19,PAS4405_AATAAA_0.25,0.015890934,0,TMCC1_ENSG00000172765.19,9.119307384,1,0.002529257,0.018902041,TMCC1_ENSG00000172765.19,0.64823852,0.64823852,0.64823852,0.877651309,0.877651309,0.877651309,0.229412789,chr3,129647793,129647794,31,-,ENSG00000172765.19,TMCC1,UTR3
TMCC1_ENSG00000172765.19,PAS4406_AATAAA_0.35,0.015890934,0,TMCC1_ENSG00000172765.19,9.119307384,1,0.002529257,0.018902041,TMCC1_ENSG00000172765.19,0.35176148,0.35176148,0.35176148,0.122348691,0.122348691,0.122348691,-0.229412789,chr3,129650554,129650555,21,-,ENSG00000172765.19,TMCC1,UTR3
CCNL2_ENSG00000221978.13,PAS1021_APA_0.3,9.41E-04,0.011818829,CCNL2_ENSG00000221978.13,9.104004201,1,0.002550505,0.019026902,CCNL2_ENSG00000221978.13,0.03035824,0.03035824,0.03035824,0.071073288,0.071073288,0.071073288,0.040715047,chr1,1392293,1392294,20,-,ENSG00000221978.13,CCNL2,UTR3
PPM1B_ENSG00000138032.21,PAS2163_AATAAA_0.25,0.016009309,0,PPM1B_ENSG00000138032.21,9.102396714,1,0.002552748,0.019026902,PPM1B_ENSG00000138032.21,0.215997842,0.215997842,0.215997842,0.367099306,0.367099306,0.367099306,0.151101464,chr2,44231465,44231466,22,+,ENSG00000138032.21,PPM1B,UTR3
PPM1B_ENSG00000138032.21,PAS2164_AATAAA_0.25,0.016009309,0,PPM1B_ENSG00000138032.21,9.102396714,1,0.002552748,0.019026902,PPM1B_ENSG00000138032.21,0.784002158,0.784002158,0.784002158,0.632900694,0.632900694,0.632900694,-0.151101464,chr2,44234071,44234072,28,+,ENSG00000138032.21,PPM1B,UTR3
TAX1BP1_ENSG00000106052.14,PAS7449_ATTAAA_0.3,0.034215757,0.023907546,TAX1BP1_ENSG00000106052.14,9.08323994,1,0.002579626,0.019210226,TAX1BP1_ENSG00000106052.14,0.098916287,0.098916287,0.098916287,0.132772244,0.132772244,0.132772244,0.033855956,chr7,27829764,27829765,46,+,ENSG00000106052.14,TAX1BP1,UTR3
MLLT6_ENSG00000275023.5,PAS15985_AATAAA_0.4,0.016259407,0,MLLT6_ENSG00000275023.5,9.070718964,1,0.002597349,0.019308034,MLLT6_ENSG00000275023.5,0.07649111,0.07649111,0.07649111,0.023942835,0.023942835,0.023942835,-0.052548275,chr17,38727186,38727187,17,+,ENSG00000275023.5,MLLT6,UTR3
MLLT6_ENSG00000275023.5,PAS15986_AATAAA_0.25,0.016259407,0,MLLT6_ENSG00000275023.5,9.070718964,1,0.002597349,0.019308034,MLLT6_ENSG00000275023.5,0.92350889,0.92350889,0.92350889,0.976057165,0.976057165,0.976057165,0.052548275,chr17,38729794,38729795,198,+,ENSG00000275023.5,MLLT6,UTR3
DNAJB12_ENSG00000148719.16,PAS10558_APA_0.05,0.016394297,0,DNAJB12_ENSG00000148719.16,9.052290694,1,0.002623659,0.019468919,DNAJB12_ENSG00000148719.16,0.315985411,0.315985411,0.315985411,0.457491875,0.457491875,0.457491875,0.141506464,chr10,72332835,72332836,29,-,ENSG00000148719.16,DNAJB12,UTR3
DNAJB12_ENSG00000148719.16,PAS10559_ATTAAA_0.2,0.016394297,0,DNAJB12_ENSG00000148719.16,9.052290694,1,0.002623659,0.019468919,DNAJB12_ENSG00000148719.16,0.684014589,0.684014589,0.684014589,0.542508125,0.542508125,0.542508125,-0.141506464,chr10,72334506,72334507,143,-,ENSG00000148719.16,DNAJB12,UTR3
SRSF10_ENSG00000188529.15,PAS1164_AATAAA_0.45,0.077098596,NA,SRSF10_ENSG00000188529.15,9.05070697,1,0.002625933,0.019468919,SRSF10_ENSG00000188529.15,0.318026378,0.318026378,0.318026378,0.475086863,0.475086863,0.475086863,0.157060485,chr1,23969083,23969084,48,-,ENSG00000188529.15,SRSF10,UTR3
EXOC5_ENSG00000070367.16,PAS14037_AATAAA_0.25,0.036271632,0.024371401,EXOC5_ENSG00000070367.16,9.048102333,1,0.002629676,0.019479512,EXOC5_ENSG00000070367.16,0.024056668,0.024056668,0.024056668,0.06132201,0.06132201,0.06132201,0.037265342,chr14,57200507,57200508,14,-,ENSG00000070367.16,EXOC5,UTR3
DOCK5_ENSG00000147459.18,PAS8208_APA_0.2,0.014104862,0.01230741,DOCK5_ENSG00000147459.18,9.029933711,1,0.002655941,0.019656767,DOCK5_ENSG00000147459.18,0.133264048,0.133264048,0.133264048,0.030567075,0.030567075,0.030567075,-0.102696973,chr8,25412254,25412255,18,+,ENSG00000147459.18,DOCK5,UTR3
GPI_ENSG00000105220.17,PAS17579_AATAAA_0.1,9.74E-09,0.012324927,GPI_ENSG00000105220.17,9.027333709,1,0.002659721,0.019667448,GPI_ENSG00000105220.17,0.084012032,0.084012032,0.084012032,0.047187255,0.047187255,0.047187255,-0.036824778,chr19,34400051,34400052,44,+,ENSG00000105220.17,GPI,UTR3
PAWR_ENSG00000177425.11,PAS12907_AATAAA_0.3,0.014690297,0.024674485,PAWR_ENSG00000177425.11,9.025508096,1,0.002662379,0.019669816,PAWR_ENSG00000177425.11,0.497061156,0.497061156,0.497061156,0.378461585,0.378461585,0.378461585,-0.11859957,chr12,79589790,79589791,63,-,ENSG00000177425.11,PAWR,UTR3
ASPHD1_ENSG00000174939.11,PAS15141_APA_0.2,0.016673832,0,ASPHD1_ENSG00000174939.11,9.014760408,1,0.00267808,0.019751133,ASPHD1_ENSG00000174939.11,0.778135297,0.778135297,0.778135297,0.54893951,0.54893951,0.54893951,-0.229195787,chr16,29906053,29906054,115,+,ENSG00000174939.11,ASPHD1,UTR3
ASPHD1_ENSG00000174939.11,PAS15142_AATAAA_0.35,0.016673832,0,ASPHD1_ENSG00000174939.11,9.014760408,1,0.00267808,0.019751133,ASPHD1_ENSG00000174939.11,0.221864703,0.221864703,0.221864703,0.45106049,0.45106049,0.45106049,0.229195787,chr16,29919861,29919862,17,+,ENSG00000174939.11,ASPHD1,UTR3
CREBZF_ENSG00000137504.15,PAS11744_ATTAAA_0.25,0.09341464,NA,CREBZF_ENSG00000137504.15,9.000036819,1,0.002699742,0.019893455,CREBZF_ENSG00000137504.15,0.393013151,0.393013151,0.393013151,0.535883364,0.535883364,0.535883364,0.142870214,chr11,85661068,85661069,52,-,ENSG00000137504.15,CREBZF,UTR3
DERL1_ENSG00000136986.10,PAS8918_ATTAAA_0.2,0.057766056,NA,DERL1_ENSG00000136986.10,8.988506944,1,0.002716829,0.02000185,DERL1_ENSG00000136986.10,0.313451512,0.313451512,0.313451512,0.404557038,0.404557038,0.404557038,0.091105526,chr8,123013347,123013348,84,-,ENSG00000136986.10,DERL1,UTR3
CTNNBIP1_ENSG00000178585.15,PAS1078_APA_0.1,0.021742422,0.012652489,CTNNBIP1_ENSG00000178585.15,8.979395638,1,0.002730409,0.020084262,CTNNBIP1_ENSG00000178585.15,0.584233891,0.584233891,0.584233891,0.370311139,0.370311139,0.370311139,-0.213922752,chr1,9850109,9850110,157,-,ENSG00000178585.15,CTNNBIP1,UTR3
RPRD1A_ENSG00000141425.18,PAS17197_AATAAA_0.2,3.37E-04,0.012732805,RPRD1A_ENSG00000141425.18,8.96783394,1,0.002747742,0.020194101,RPRD1A_ENSG00000141425.18,0.67949497,0.67949497,0.67949497,0.8193626,0.8193626,0.8193626,0.139867629,chr18,35989830,35989831,68,-,ENSG00000141425.18,RPRD1A,UTR3
RPS19_ENSG00000105372.8,PAS17684_AATAAA_0.1,0.017246998,0,RPS19_ENSG00000105372.8,8.943119093,1,0.002785167,0.020433464,RPS19_ENSG00000105372.8,0.993998997,0.993998997,0.993998997,0.989331442,0.989331442,0.989331442,-0.004667556,chr19,41871413,41871414,26187,+,ENSG00000105372.8,RPS19,UTR3
RPS19_ENSG00000105372.8,PAS17685_AATAAA_0.2,0.017246998,0,RPS19_ENSG00000105372.8,8.943119093,1,0.002785167,0.020433464,RPS19_ENSG00000105372.8,0.006001003,0.006001003,0.006001003,0.010668558,0.010668558,0.010668558,0.004667556,chr19,41872923,41872924,226,+,ENSG00000105372.8,RPS19,UTR3
SREK1_ENSG00000153914.16,PAS5475_AATAAA_0.3,0.005341316,0.039218648,SREK1_ENSG00000153914.16,8.919685858,1,0.00282113,0.020679279,SREK1_ENSG00000153914.16,0.241478539,0.241478539,0.241478539,0.175834674,0.175834674,0.175834674,-0.065643865,chr5,66180883,66180884,66,+,ENSG00000153914.16,SREK1,UTR3
TAPT1_ENSG00000169762.17,PAS5045_AATAAA_0.45,0.017454866,0,TAPT1_ENSG00000169762.17,8.908145705,1,0.002839014,0.020774176,TAPT1_ENSG00000169762.17,0.486367988,0.486367988,0.486367988,0.761964025,0.761964025,0.761964025,0.275596037,chr4,16161295,16161296,15,-,ENSG00000169762.17,TAPT1,UTR3
TAPT1_ENSG00000169762.17,PAS5046_AATAAA_0.4,0.017454866,0,TAPT1_ENSG00000169762.17,8.908145705,1,0.002839014,0.020774176,TAPT1_ENSG00000169762.17,0.513632012,0.513632012,0.513632012,0.238035975,0.238035975,0.238035975,-0.275596037,chr4,16162743,16162744,13,-,ENSG00000169762.17,TAPT1,UTR3
HDGFL3_ENSG00000166503.9,PAS14911_ATTAAA_0.15,0.013970255,0.052934189,HDGFL3_ENSG00000166503.9,8.897379638,1,0.002855802,0.020878864,HDGFL3_ENSG00000166503.9,0.411366977,0.411366977,0.411366977,0.496450495,0.496450495,0.496450495,0.085083518,chr15,83157351,83157352,23,-,ENSG00000166503.9,HDGFL3,UTR3
GOLGB1_ENSG00000173230.17,PAS4343_AATAAA_0.2,0.017640447,0,GOLGB1_ENSG00000173230.17,8.882325384,1,0.002879446,0.021015208,GOLGB1_ENSG00000173230.17,0.384685405,0.384685405,0.384685405,0.532120316,0.532120316,0.532120316,0.147434912,chr3,121663202,121663203,100,-,ENSG00000173230.17,GOLGB1,UTR3
GOLGB1_ENSG00000173230.17,PAS4344_AATAAA_0.3,0.017640447,0,GOLGB1_ENSG00000173230.17,8.882325384,1,0.002879446,0.021015208,GOLGB1_ENSG00000173230.17,0.615314595,0.615314595,0.615314595,0.467879684,0.467879684,0.467879684,-0.147434912,chr3,121664110,121664111,63,-,ENSG00000173230.17,GOLGB1,UTR3
PXMP4_ENSG00000101417.12,PAS18862_AATAAA_0.25,0.017675272,0,PXMP4_ENSG00000101417.12,8.87143025,1,0.002896681,0.021059507,PXMP4_ENSG00000101417.12,0.332123509,0.332123509,0.332123509,0.738903539,0.738903539,0.738903539,0.40678003,chr20,33704113,33704114,20,-,ENSG00000101417.12,PXMP4,UTR3
